name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
Ottoman JoLee White,OTJLW,Jolee White Wash,Patio Furniture,$477.00,"11""x28""x24""","27""x14.1""x33""",18.9 lbs,26 lbs,1,White Wash,Aluminum Knock-Down,Purchased Separately,"Description Ottoman JoLee White Dimensions & Weight Product Dimension 11""x28""x24"" Arm Height 0 Seat Height 0 Shipping Dimension 27""x14.1""x33"" Net Weight 18.9 lbs Gross Weight 26 lbs QTY/CTN 1 Specifications Color White Wash Frame Type Aluminum Knock-Down Cushion Purchased Separately Matching Cover OO; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Deep Seat, Jolee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/OTJLWcopy.jpg?v=1741158476,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/OTJLWcopy.jpg?v=1741158476,https://summersetcasual.com/products/ottoman-jolee-white
Jolee White Dining Chair,JLWDC,Jolee White Wash,Patio Furniture,$884.00,"35.5""x26""x23.5","25""x27""x10""",18 lbs,22 lbs,1,White Wash,Aluminum Knock-Down,Purchased Separately,"Description Jolee White Dining Chair Dimensions & Weight Product Dimension 35.5""x26""x23.5x Arm Height 25.5"" Seat Height 16.5"" Shipping Dimension 25""x27""x10"" Net Weight 18 lbs Gross Weight 22 lbs QTY/CTN 1 Specifications Color White Wash Frame Type Aluminum Knock-Down Cushion Purchased Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Dining, JoLee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWDCcopy.jpg?v=1741158477,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWDCcopy.jpg?v=1741158477,https://summersetcasual.com/products/jolee-white-dining-chair
Jolee White Chaise Lounge,JLWCL,Jolee White Wash,Patio Furniture,$1952.00,"39.3""x27.2""x77""","30""x10.2""x78.3""",28.6 lbs,41.8 lbs,1,White Wash,Aluminum Knock-Down,Purchased Separately,"Description Jolee White Chaise Lounge Dimensions & Weight Product Dimension 39.3""x27.2""x77"" Arm Height Seat Height 11.5"" Shipping Dimension 30""x10.2""x78.3"" Net Weight 28.6 lbs Gross Weight 41.8 lbs QTY/CTN 1 Specifications Color White Wash Frame Type Aluminum Knock-Down Cushion Purchased Separately Matching Cover OL77; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Deep Seat, Jolee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWCLcopy.jpg?v=1741158478,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWCLcopy.jpg?v=1741158478,https://summersetcasual.com/products/jolee-white-chaise-lounge
JoLee White Club Chair,JLWCC,Jolee White Wash,Patio Furniture,$1491.00,"32""x36""x31.5""","29.5""x33""x11.5""",34 lbs,38.5 lbs,1,White Wash,Aluminum Knock-Down,Purchased Separately,"Description JoLee White Club Chair Dimensions & Weight Product Dimension 32""x36""x31.5"" Arm Height 24"" Seat Height 11.25"" Shipping Dimension 29.5""x33""x11.5"" Net Weight 34 lbs Gross Weight 38.5 lbs QTY/CTN 1 Specifications Color White Wash Frame Type Aluminum Knock-Down Cushion Purchased Separately Matching Cover C21W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Deep Seat, Jolee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWCC_1copy.jpg?v=1741158478,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWCC_1copy.jpg?v=1741158478 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLWCCcopy.jpg?v=1741158479,https://summersetcasual.com/products/jolee-white-club-chair
"Coffee Table 48"" x 25"" JoLee White with Lovin Flame Burner",FPCTJLW4825,JoLee,Patio Furniture,$1887.00,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KVF0106copy.jpg?v=1741158479,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KVF0106copy.jpg?v=1741158479 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KVF0099.jpg?v=1741158479 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KVF0104copy.jpg?v=1741158479,https://summersetcasual.com/products/coffee-table-48-x-25-jolee-white-with-lovin-flame-burner
"Coffee Table 48"" x 25"" JoLee White",CTJLW4825,Jolee White Wash,Patio Furniture,$1225.00,"18""x48""x25""","26.8""x3.5""x50.3""",23.1 lbs,28.6 lbs,1,White Wash,Aluminum Knock-Down,,"Description 48"" x 25"" Coffee Table JoLee White Dimensions & Weight Product Dimension 18""x48""x25"" Shipping Dimension 26.8""x3.5""x50.3"" Net Weight 23.1 lbs Gross Weight 28.6 lbs QTY/CTN 1 Specifications Color White Wash Frame Type Aluminum Knock-Down Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Deep Seat, Jolee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTJLW4825_1copy.jpg?v=1741158480,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTJLW4825_1copy.jpg?v=1741158480,https://summersetcasual.com/products/coffee-table-48-x-25-jolee-white
Catalog,Catalog,,,$1.00,,,,,,,,,Printed Mini Product Catalog,,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Catalog2021_Page_01copy.jpg?v=1741158481,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Catalog2021_Page_01copy.jpg?v=1741158481,https://summersetcasual.com/products/catalog
FabricSwatch,FabricSwatch,,,$114.00,,,,,,to Go. Fabric swatch for easy match fabric selection.,,,Color to Go. Fabric swatch for easy match fabric selection.,,,,https://summersetcasual.com/products/fabricswatch
Trifold,Trifold,,,$0.00,,,,,,,,,Printed Marketing Trifold,,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SS_Trifold_2020_Page_1_04577773-9e6f-4b4e-b6ad-3728b4024257.jpg?v=1741158482,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SS_Trifold_2020_Page_1_04577773-9e6f-4b4e-b6ad-3728b4024257.jpg?v=1741158482 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SS_Trifold_2020_Page_2_9bca47fb-25a3-4d34-b7b1-f4f480ae2668.jpg?v=1741158482,https://summersetcasual.com/products/trifold
Shipping Charge,SHIP,,,$1.00,,,,,,,,,Shipping and handling charges. Add multiple quantity to get your shipping charge amount.,,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Deliverycharge_e3465707-fdff-4ece-b6cd-851819107d6a.jpg?v=1741158482,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Deliverycharge_e3465707-fdff-4ece-b6cd-851819107d6a.jpg?v=1741158482,https://summersetcasual.com/products/ship
"24"" Lazy Susan Signature (Container Order Only)",LZ24,,Patio Furniture,$458.00,"2""x24""x24""",26'',11 lbs,15.4 lbs,1,Black,Cast Aluminum Fully Welded,,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 2""x24""x24"" Shipping Dimension 26'' x3'' x26'' Net ","Accessories, Ecom, Other Accessory",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/LZ24_4512b423-00d0-4107-a040-3a6661b7afa2.jpg?v=1741158483,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/LZ24_4512b423-00d0-4107-a040-3a6661b7afa2.jpg?v=1741158483,https://summersetcasual.com/products/24-lazy-susan-signature-1
"1/2"" Reflective Blue Fireglass 15lb",FGBLUREF12,,Patio Furniture,$193.00,0,"11.2""x10""x3.9""",15 lbs,15 lbs,1,Blue,heat strengthened glass,,"Description 1/2"" REFLECTIVE BLUE FIREGLASS Dimensions & Weight Product Dimension 0 Shipping Dimension 11.2""x10""x3.9"" Net Weight 15 lbs Gross Weight 15 lbs QTY/CTN 1 Specifications Color Blue Frame Type heat strengthened glass Warranty None California's Proposition 65 Warning For California Residents Additional Documents","Accessories, Ecom, Fire, Fire Accessory",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLREF12.jpg?v=1741158485,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLREF12.jpg?v=1741158485 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLREF12_1.jpg?v=1741158485 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLREF12_6.jpg?v=1741158485 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLREF12_5.jpg?v=1741158485,https://summersetcasual.com/products/1-2-reflective-blue-fireglass-15lb
"1/2"" Reflective Copper Fireglass 15lb",FGCHREF12,,Patio Furniture,$193.00,0,"11.2""x10""x3.9""",15 lbs,15 lbs,1,Brown,heat strengthened glass,,"Description 1/2"" REFLECTIVE COPPER FIREGLASS Dimensions & Weight Product Dimension 0 Shipping Dimension 11.2""x10""x3.9"" Net Weight 15 lbs Gross Weight 15 lbs QTY/CTN 1 Specifications Color Brown Frame Type heat strengthened glass Warranty None California's Proposition 65 Warning For California Residents Additional Documents","Accessories, Ecom, Fire, Fire Accessory",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGCHREF12_2.jpg?v=1741158486,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGCHREF12_2.jpg?v=1741158486 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGCHREF12.jpg?v=1741158486 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGCHREF12_1.jpg?v=1741158486,https://summersetcasual.com/products/1-2-reflective-copper-fireglass-15lb
"1/2"" Reflective Black Fireglass 15lb",FGBLKREF12,,Patio Furniture,$193.00,0,"11.2""x10""x3.9""",15 lbs,15 lbs,1,Black,heat strengthened glass,,"Description 1/2"" REFLECTIVE BLACK FIREGLASS Dimensions & Weight Product Dimension 0 Shipping Dimension 11.2""x10""x3.9"" Net Weight 15 lbs Gross Weight 15 lbs QTY/CTN 1 Specifications Color Black Frame Type heat strengthened glass Warranty None California's Proposition 65 Warning For California Residents Additional Documents","Accessories, Ecom, Fire, Fire Accessory",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLKREF12_6.jpg?v=1741158487,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLKREF12_6.jpg?v=1741158487 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLKREF12_3_031a049d-6189-4bcd-ab83-6a2ff247aab1.jpg?v=1741158487 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLKREF12_5.jpg?v=1741158487 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FGBLKREF12_4.jpg?v=1741158487,https://summersetcasual.com/products/1-2-reflective-black-fireglass
"52"" x 32"" Rectangle Chat Wrap Firepit Table Top + Base W/Burner",FPCHWRC5232,,Patio Furniture,$3584.00,"24.5""x52""x32""",Top:,60 lbs,81 lbs,1PC/2CTN,Desert Bronze,Cast Aluminum Knock-Down,,"Description 52"" x 32"" Rectangle Chat Wrap Firepit Table Top + Base W/Burner Dimensions & Weight Product Dimension 24.5""x52""x32"" Shipping Dimension Top: 51""x2.4""x31"" Base:42""x22""x25"" Net Weight 60 lbs Gross Weight 81 lbs QTY/CTN 1PC/2CTN Specifications Color Desert Bronze Frame Type Cast Aluminum Knock-Down Matching Cover T5232; Table only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Fire Table,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHWRC5232.jpg?v=1741158488,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHWRC5232.jpg?v=1741158488,https://summersetcasual.com/products/52-x-32-rectangle-chat-wrap-firepit-table-top-base-w-burner
"Round Firepit Table Wood Burner For 48"" And 52"" Round Table",FPASSY-WB,,Patio Furniture,$1036.00,0,0,,,1,Black,Iron,,"Description ROUND FIREPIT TABLE WOOD BURNER FOR 48"" AND 52"" ROUND TABLE Dimensions & Weight Product Dimension 0 Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color Black Frame Type Iron Warranty 1 year California's Proposition 65 Warning For California Residents Additional Documents","Accessories, Fire, Fire Accessory",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-WB.jpg?v=1741158488,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-WB.jpg?v=1741158488,https://summersetcasual.com/products/round-firepit-table-wood-burner-for-48-and-52-round-table
"Round Firepit Table Burner With Ignitor For 48"" And 52"" Round Table On LP",FPASSY-GI,,Patio Furniture,$927.00,0,0,,,1,Black,304 Stainless Steel,,"Description ROUND FIREPIT TABLE BURNER WITH IGNITOR FOR 48"" AND 52"" ROUND TABLE ON LP Dimensions & Weight Product Dimension 0 Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color Black Frame Type 304 Stainless Steel Warranty 1 year California's Proposition 65 Warning For California Residents Additional Documents","Accessories, Fire, Fire Accessory, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-R304copy.jpg?v=1741158489,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-R304copy.jpg?v=1741158489,https://summersetcasual.com/products/round-firepit-table-burner-with-ignitor-for-48-and-52-round-table-on-lp
"52"" Round Chat Wrap Firepit Table Signature (Burner Included)",KTFPCHW52,,Patio Furniture,$3875.00,"24.5""x52""x52""",53'',66 lbs,77 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 52"" ROUND CHAT WRAP FIREPIT TABLE SIGNATURE (BURNER INCLUDED) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 53'' x6'' x53'' Net Weight 66 lbs Gross Weight 77 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHW52_4c6cf3d2-f76a-4dab-93fa-44a6ffc8db9e.jpg?v=1741158491,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHW52_4c6cf3d2-f76a-4dab-93fa-44a6ffc8db9e.jpg?v=1741158491 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4187.jpg?v=1741158491 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4129.jpg?v=1741158491,https://summersetcasual.com/products/52-round-chat-wrap-firepit-table-signature-burner-or-ice-bucket-optional
Square Firepit Burner For FPCHSQ44 And FPRDT8444,FPASSY-GF,,Patio Furniture,$927.00,0,0,,,1,0,304 Stainless Steel,,Description SQUARE FIREPIT BURNER FOR FPCHSQ44 AND FPRDT8444 Dimensions & Weight Product Dimension 0 Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color 0 Frame Type 304 Stainless Steel Warranty 1 year California's Proposition 65 Warning For California Residents Additional Documents,"Accessories, Fire, Fire Accessory, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-S304_83493940-dd2d-4dc5-ac79-caf923ebbf63.jpg?v=1741158492,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPASSY-S304_83493940-dd2d-4dc5-ac79-caf923ebbf63.jpg?v=1741158492,https://summersetcasual.com/products/square-firepit-burner-for-fpchsq44-and-fprdt8444
"64"" Round Dining Fire Table",FPRDT64SP,,Patio Furniture,$5456.00,"64""x64""x29""",Top:,97 lbs,128 lbs,1PC/2CTN,MA,Cast Aluminum Knock-Down,,"Description 64"" Round Firepit Dining Table w/Burner Dimensions & Weight Product Dimension 64""x64""x29"" Shipping Dimension Top: 66""x3""x66"" Base:35.5""x35.5""x30"" Net Weight 97 lbs Gross Weight 128 lbs QTY/CTN 1PC/2CTN Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR94; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents Assembly Instruction","Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRDDT64CSO_2.jpg?v=1741158493,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRDDT64CSO_2.jpg?v=1741158493 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Table-Top.jpg?v=1741158493 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Table-Top-1.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Table-Fire-1.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Pull-Out-1.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Pull-Out.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Knob-1.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JHL00166.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AQ0V0089.jpg?v=1741158494 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JHL00462.jpg?v=1741158494,https://summersetcasual.com/products/64-round-dining-fire-table
"50""x32"" Rectangle Fire Table (Classic) (Container Order Only)",FPRCCH5032CSO,,Patio Furniture,$3230.00,"25""x50""x30""",2,59 lbs,99 lbs,1PC/2CTN,GE,Cast Aluminum Knock-Down,,"?? Description Include fire table, burner, 15 lb black fire glass, and Shield M ercury cover. This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimens",Fire Table,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODF-0039.jpg?v=1741158496,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODF-0039.jpg?v=1741158496 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5032CSO_wMeasure.jpg?v=1741158496 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Gif1.gif?v=1741158496 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODF-0044-B.jpg?v=1741158496 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ODF-0038.jpg?v=1741158496 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AQ0V0323.jpg?v=1741158496,https://summersetcasual.com/products/50x32-rectangle-fire-table-classic
"52"" Round Fire Table (Classic) (Container Order Only)",FPCHW52CSO,,Patio Furniture,$2165.00,"24.5""x52""x52""","54.5"" x 54"" x 11""",95 lbs,107 lbs,1,Black,Cast Aluminum Knock-Down,,"Description Include fire table, burner, 15lb black fire glass, and Shield M ercury cover. This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions",Fire Table,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/52_Firetable.jpg?v=1741158497,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/52_Firetable.jpg?v=1741158497 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHW52CSO_wMeasure.jpg?v=1741158498 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/3_84621893-6a36-4066-8989-db69e35dbe40.jpg?v=1741158498 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AQ0V0343.jpg?v=1741158498 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/COV-MTR52.jpg?v=1741158498 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Set4.jpg?v=1741158498,https://summersetcasual.com/products/52-round-fire-table-classic
"52"" x 32"" Rectangle Chat Firepit Table JoLee White",FPRCCH5232JLW,Jolee White Wash,Patio Furniture,$4088.00,"25""x52""x32""","B:26""x28.3""x47""",29.5 lbs,36.5 lbs,1PC/2CTN,WW,Aluminum Knock-Down,,"Description 52"" x 32"" Rectangle Chat Firepit Table JoLee White Dimensions & Weight Product Dimension 25""x52""x32"" Shipping Dimension B:26""x28.3""x47"" T:34""x2.8""x53.8"" Net Weight 29.5 lbs Gross Weight 36.5 lbs QTY/CTN 1PC/2CTN Specifications Color WW Frame Type Aluminum Knock-Down Matching Cover T5232; Table only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Fire Table, Jolee White, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_3copy.jpg?v=1741158499,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_3copy.jpg?v=1741158499 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_1copy.jpg?v=1741158499 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_2copy.jpg?v=1741158500 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_5copy.jpg?v=1741158500 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_6copy.jpg?v=1741158500 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLW_4copy.jpg?v=1741158500,https://summersetcasual.com/products/52-x-32-rectangle-chat-firepit-table-jolee-white
"36"" Round Firetable Bistro Top + Base",FPRB36,,Patio Furniture,$2380.00,"24.5""x36""x36""","2.5""x37.5""x37.5""",40 lbs,51 lbs,1PC/2CTN,MA,Cast Aluminum Knock-Down,,"Description 36"" Round Firetable Bistro Top + Base However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 24.5""x36""x36"" Shipping Dimension 2.5""x37.5""x37.5""/25""x25""x25"" Net Weight 40 lbs Gross Weight 51 lbs QTY/CTN 1PC/2CTN Specifications Color ",Fire Table,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/5.jpg?v=1741158501,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/5.jpg?v=1741158501 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AQ0V0333.jpg?v=1741158501 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/4.jpg?v=1741158501 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/3.jpg?v=1741158502 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRB36CSO_wMeasure.jpg?v=1741158502,https://summersetcasual.com/products/36-round-firetable-bistro-top-base
"52"" Round Aztec Chat Firepit Table (Burner or Ice Bucket NOT Included)",FPCHTT52,Aztec,Patio Furniture,$2949.00,"24.5""x52""x52""",0,,,1,Black Frame; Chocolate Rosewood Wicker,Cast Aluminum Knock-Down,,"Description 52"" ROUND AZTEC CHAT FIRETABLE (BURNER OR ICE BUCKET OPTIONAL) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color Black Frame; Chocolate Rosewood Wicker Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHTT52.jpg?v=1741158503,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHTT52.jpg?v=1741158503 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHTT52_3.jpg?v=1741158503 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHTT52_4.jpg?v=1741158503 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHTT52_6.jpg?v=1741158503,https://summersetcasual.com/products/52-round-aztec-chat-firepit-table-burner-or-ice-bucket-optional
"52"" Round Chat Wrap Firepit Table Designer (Burner or Ice Bucket NOT Included)",FPCHDRW52,,Patio Furniture,$3243.00,"24.5""x52""x52""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 52"" ROUND CHAT WRAP FIREPIT TABLE DESIGNER (BURNER OR ICE BUCKET OPTIONAL) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Designer, Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHDRW52_86eb04ed-385e-43f7-a330-a196fcdf7745.jpg?v=1741158504,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHDRW52_86eb04ed-385e-43f7-a330-a196fcdf7745.jpg?v=1741158504,https://summersetcasual.com/products/52-round-chat-wrap-firepit-table-designer-burner-or-ice-bucket-optional
"44"" Square Counter Table Designer",SQCTDR44,,Patio Furniture,$1429.00,"38""x44""x44""",46'',47.3 lbs,57.2 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 44"" SQUARE COUNTER TABLE DESIGNER Dimensions & Weight Product Dimension 38""x44""x44"" Shipping Dimension 46'' x3'' x46'' Net Weight 47.3 lbs Gross Weight 57.2 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T44; Cover doesn't reach ground Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Designer, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQBTDR44_7a0d22a3-333c-4151-8c84-250a060d9fca.jpg?v=1741158506,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQBTDR44_7a0d22a3-333c-4151-8c84-250a060d9fca.jpg?v=1741158506,https://summersetcasual.com/products/44-square-counter-table-designer
"84"" x 44"" Rectangle Dining Table Designer",RCDTDR8444,,Patio Furniture,$2423.00,"28""x84""x44""",46'',79.2 lbs,94.16 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 84"" X 44"" RECTANGLE DINING TABLE DESIGNER Dimensions & Weight Product Dimension 28""x84""x44"" Shipping Dimension 46'' x3'' x86'' Net Weight 79.2 lbs Gross Weight 94.16 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Designer, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTDR8444.jpg?v=1741158506,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTDR8444.jpg?v=1741158506 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-153.jpg?v=1741158506 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-159.jpg?v=1741158506,https://summersetcasual.com/products/84-x-44-rectangle-dining-table-designer
