id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4003,95350,Armless Dining Chair,armless-dining-chair-casper-homecrest,Casper,Armless Dining Chair — Homecrest Casper collection.,"Armless Dining Chair — Homecrest Casper collection.

<p>Sleek design meets functional elegance in the Casper collection. Constructed with a durable steel frame and high-quality woven rope and resin, this collection provides a comfortable seat and excellent weather resistance. Whether it’s a patio, outdoor dining area, or poolside setting, Casper’s versatile design will beautifully complement your space with ease.</p>","21.5"" W x 23"" D x 33.7"" H",{'Material': 'Woven | Steel'},,,,44,True,True,2026-06-01 06:36:41.718350+00:00,2026-06-08 21:38:23.683000+00:00
4124,1G350,Armless Dining Chair,armless-dining-chair-olive-homecrest,Olive,Armless Dining Chair — Homecrest Olive collection.,"Armless Dining Chair — Homecrest Olive collection.

<p>The Olive collection brings modern comfort and commercial-grade durability together in one clean, refined design. Its sleek, tubular aluminum frame is powder-coated for long-lasting performance, while the field-replaceable double layer sling seat and back make it a smart choice for high-use outdoor spaces. Available in dining, balcony, and bar heights, Olive makes it easy to create a polished, coordinated look across patios, pool decks, resorts, cafés, and other commercial settings.</p>",,"{'Depth': '22.6""', 'Width': '20.6""', 'Height': '30""', 'Weight': '12 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,44,True,True,2026-06-01 06:36:59.459489+00:00,2026-06-08 21:38:24.245000+00:00
4084,SPL22104,Armless Lounge Chair,armless-lounge-chair-in-pool-series-homecrest,Series,Armless Lounge Chair — Homecrest In-Pool Series collection.,"Armless Lounge Chair — Homecrest In-Pool Series collection.

<p>From children to adults, our In-Pool Series armless lounge chair comfortably seats people of any age and size. Designed with a smaller footprint so you can maximize your space, the armless lounge chair stays in place in up to 11” of water. It features a hole at the bottom of each leg so water can enter and exit the core with ease. Alternatively, an optional pump can be purchased for the convenience of a pump-fill system. Available in Desert Sandstone*, Gray Granite*, Light Blue*, River Rock*, Surf Blue*, White*, White Granite, and Yellow* color options. *This color incurs a longer lead time of six weeks.</p>","19.25"" W x 32.25"" D x 27.5"" H","{'Notes': 'Maximum water depth of 11""'}",,,,43,True,True,2026-06-01 06:36:54.023966+00:00,2026-06-08 21:38:24+00:00
4089,SPL44100W4R,"Armless Lounger with 4"" Riser",armless-lounger-with-4-riser-in-pool-series-homecrest,Series,"Armless Lounger with 4"" Riser — Homecrest In-Pool Series collection.","Armless Lounger with 4"" Riser — Homecrest In-Pool Series collection.

<p>All In-Pool products are available in a variety of colors and are suitable for use in both chlorinated and saltwater pools, as well as on all pool materials like concrete, vinyl liners, and gunite. They can be easily removed from the pool to be used on the pool deck. Each product has a recommended maximum water depth for best performance.</p>",,{'Material': 'Polyethylene'},,,,43,True,True,2026-06-01 06:36:54.771244+00:00,2026-06-08 21:38:24.017000+00:00
4088,SPL44100NR,Armless Lounger,armless-lounger-in-pool-series-homecrest,Series,Armless Lounger — Homecrest In-Pool Series collection.,"Armless Lounger — Homecrest In-Pool Series collection.

<p>All In-Pool products are available in a variety of colors and are suitable for use in both chlorinated and saltwater pools, as well as on all pool materials like concrete, vinyl liners, and gunite. They can be easily removed from the pool to be used on the pool deck. Each product has a recommended maximum water depth for best performance.</p>","22.75"" W x 66.5"" L x 33.75"" H","{'Notes': 'Maximum water depth of 14""'}",,,,43,True,True,2026-06-01 06:36:54.542195+00:00,2026-06-08 21:38:24.013000+00:00
3959,51AR422N,Armless Loveseat,armless-loveseat-blair-air-homecrest,Blair Air,Armless Loveseat — Homecrest Blair Air collection.,"Armless Loveseat — Homecrest Blair Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","52.5"" W x 33"" D x 36"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:34.721611+00:00,2026-06-08 21:38:23.760000+00:00
4040,5142N-DC,Armless Loveseat,armless-loveseat-elements-modular-homecrest,Modular,Armless Loveseat — Homecrest Elements Modular collection.,"Armless Loveseat — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '48.75""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:47.782526+00:00,2026-06-08 21:38:23.841000+00:00
4133,61AR42N,Armless Loveseat,armless-loveseat-revive-air-homecrest,Air,Armless Loveseat — Homecrest Revive Air collection.,"Armless Loveseat — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","53"" W x 32.5"" D x 35"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sensation Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:37:00.841819+00:00,2026-06-08 21:38:24.269000+00:00
4148,6142N-DC,Armless Loveseat,armless-loveseat-revive-modular-homecrest,Modular,Armless Loveseat — Homecrest Revive Modular collection.,"Armless Loveseat — Homecrest Revive Modular collection.

<p>Homecrest's Revive collection celebrates mid-century modern design and the artists who shaped a generation. Featuring our signature DreamCore cushion technology, Revive offers supreme comfort and a striking design aesthetic, plus all of the industry-leading quality specifications that are built into every piece of Homecrest furniture. Sit back, relax, and enjoy the sunshine knowing that this gorgeous furniture that celebrates a dynamic era will be enjoyed by generations to come. Note: This is not a standalone piece.</p>",,"{'Depth': '34""', 'Width': '49""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:03.143370+00:00,2026-06-08 21:38:23.766000+00:00
4179,83420,Armless Loveseat,armless-loveseat-urban-cushion-homecrest,Cushion,Armless Loveseat — Homecrest Urban Cushion collection.,"Armless Loveseat — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum, a built-in side table on end units, and High Resilient, furniture-grade foam cushions. Add a taste of the city to any outdoor space with Urban.</p>",,{'Notes': 'Canvas Coal (Sunbrella) | Storm Finish'},,,,43,True,True,2026-06-01 06:37:07.638626+00:00,2026-06-08 21:38:23.652000+00:00
3963,51AR432N,Armless Sofa,armless-sofa-blair-air-homecrest,Blair Air,Armless Sofa — Homecrest Blair Air collection.,"Armless Sofa — Homecrest Blair Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","79"" W x 33"" D x 36"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:35.371525+00:00,2026-06-08 21:38:23.781000+00:00
4043,5143N-DC,Armless Sofa,armless-sofa-elements-modular-homecrest,Modular,Armless Sofa — Homecrest Elements Modular collection.,"Armless Sofa — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '72.75""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:48.270944+00:00,2026-06-08 21:38:23.852000+00:00
4137,61AR43N,Armless Sofa,armless-sofa-revive-air-homecrest,Air,Armless Sofa — Homecrest Revive Air collection.,"Armless Sofa — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","79"" W x 32.5"" D x 35"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sensation Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:37:01.415237+00:00,2026-06-08 21:38:24.286000+00:00
4151,6143N-DC,Armless Sofa,armless-sofa-revive-modular-homecrest,Modular,Armless Sofa — Homecrest Revive Modular collection.,"Armless Sofa — Homecrest Revive Modular collection.

<p>Homecrest's Revive collection celebrates mid-century modern design and the artists who shaped a generation. Featuring our signature DreamCore cushion technology, Revive offers supreme comfort and a striking design aesthetic, plus all of the industry-leading quality specifications that are built into every piece of Homecrest furniture. Sit back, relax, and enjoy the sunshine knowing that this gorgeous furniture that celebrates a dynamic era will be enjoyed by generations to come. Note: This is not a standalone piece.</p>",,"{'Depth': '34""', 'Width': '73""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:03.611160+00:00,2026-06-08 21:38:24.334000+00:00
4182,83430,Armless Sofa,armless-sofa-urban-cushion-homecrest,Cushion,Armless Sofa — Homecrest Urban Cushion collection.,"Armless Sofa — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum, a built-in side table on end units, and High Resilient, furniture-grade foam cushions. Add a taste of the city to any outdoor space with Urban.</p>","84"" W x 32"" D x 28"" H",{'Material': 'Cushion | Aluminum'},,,,43,True,True,2026-06-01 06:37:08.058882+00:00,2026-06-08 21:38:24.412000+00:00
4013,51AR902N,Armless Swivel Chat Chair,armless-swivel-chat-chair-edge-air-homecrest,Air,Armless Swivel Chat Chair — Homecrest Edge Air collection.,"Armless Swivel Chat Chair — Homecrest Edge Air collection.

<p>Edge air provides the luxurious comfort of deep seating with a modern, foam-free innovation. Air technology's cushionless construction allows for low-maintenance, quick-drying convenience, even in climates with the most intense rainfall. These armless pieces exhibit sleek, contemporary appeal, making them suitable for a wide range of design aesthetics.</p>","26.5"" W x 33"" D x 36"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sensation Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:43.098938+00:00,2026-06-08 21:38:23.713000+00:00
4221,2334B,Balcony Pedestal Table Base,balcony-pedestal-table-base-table-bases-homecrest,Bases,Balcony Pedestal Table Base — Homecrest Table Bases collection.,"Balcony Pedestal Table Base — Homecrest Table Bases collection.

<p>Homecrest has revamped the universal table base to an “easier to assemble” table base. This sleek new table base is composed of aluminum and is designed for the utmost in durability, convenience and maneuverability. No matter the size and/or shape of the table top you choose, Homecrest’s universal base is sure to please.</p>",,{'Material': 'Aluminum'},,,,52,True,True,2026-06-01 06:37:16.081747+00:00,2026-06-23 18:14:57.428150+00:00
3933,1158M,Balcony Stool,balcony-stool-allure-metal-homecrest,Metal,Balcony Stool — Homecrest Allure Metal collection.,"Balcony Stool — Homecrest Allure Metal collection.

<p>Homecrest’s Allure mesh line is durable and functional. Ideal for patio or poolside, this collection is built for superior weather resistance in all climates, from coastal to arid and anywhere in between. With several options for finishes, this sleek collection will transform commercial and residential locations. Allure mesh is well suited for homeowners with a discerning eye for design, as well as applications that have a high level of use, such as public spaces, dining locations, and poolside environments.</p>","24.5"" W x 21"" D x 40"" H",{'Material': 'Expanded Mesh | Aluminum'},,,,47,True,True,2026-06-01 06:36:30.463934+00:00,2026-06-08 21:38:23.428000+00:00
3921,11580,Balcony Stool,balcony-stool-allure-homecrest,Allure,Balcony Stool — Homecrest Allure collection.,"Balcony Stool — Homecrest Allure collection.

<p>The clean lines of the Allure collection, met with the strength and durability of powder-coated aluminum, provide premium comfort. Allure features a field-replaceable double layer sling with no welting and carries an unprecedented sling warranty. The quick-drying dining, balcony, and bar units are available with or without arms. This collection is well suited for homeowners with a discerning eye for design, as well as poolside, rooftop, café and bar environments, and more.</p>","24.5"" W x 21"" D x 38.5"" H",{'Material': 'Sling | Aluminum'},,,,47,True,True,2026-06-01 06:36:28.530744+00:00,2026-06-08 21:38:23.383000+00:00
4056,5657M,Balcony Stool,balcony-stool-elevate-metal-homecrest,Metal,Balcony Stool — Homecrest Elevate Metal collection.,"Balcony Stool — Homecrest Elevate Metal collection.

<p>Our Elevate mesh collection puts a twist on our classic visual designs, while adding features that make it the ideal choice for hospitality, workplace, rooftop, and balcony environments. Crafted with solid aluminum frames for added weight and resistance against strong winds, these pieces have a unique shape that makes both the armed and armless units fully stackable. In addition, this collection is resistant to salt, sun, snow, and anything else nature can throw at it. This collection is constructed from solid aluminum for exceptional wind resistance and quick drying. In addition, all seating styles are stackable. These features allow the Elevate mesh collection to adapt to a wide variety of homeowner needs, as well as commercial contexts and climates.</p>","25"" W x 21"" D x 40"" H",{'Material': 'Expanded Mesh | Aluminum'},,,,47,True,True,2026-06-01 06:36:50.169219+00:00,2026-06-08 21:38:23.902000+00:00
4050,56570,Balcony Stool,balcony-stool-elevate-homecrest,Elevate,Balcony Stool — Homecrest Elevate collection.,"Balcony Stool — Homecrest Elevate collection.

<p>The Elevate sling collection shows that elegance and strength can go hand in hand. Elevate features defined lines with added weight for resistance against strong winds. Created from custom, solid aluminum, these pieces offer tremendous resistance to wind, salt, sun, and snow. All these features combine to make Elevate sling ideal for hospitality, workplace, rooftop, and balcony environments. With its smart minimalist visual design, both armed and armless seating styles are stackable. This makes the Elevate collection ideal for homeowners who value smart design, as well as hospitality environments, workplaces, and more.</p>","25"" W x 21"" D x 38.5"" H",{'Material': 'Sling | Aluminum'},,,,47,True,True,2026-06-01 06:36:49.322185+00:00,2026-06-08 21:38:23.879000+00:00
4222,2340B,Bar Pedestal Table Base,bar-pedestal-table-base-table-bases-homecrest,Bases,Bar Pedestal Table Base — Homecrest Table Bases collection.,"Bar Pedestal Table Base — Homecrest Table Bases collection.

<p>Homecrest has revamped the universal table base to an “easier to assemble” table base. This sleek new table base is composed of aluminum and is designed for the utmost in durability, convenience and maneuverability. No matter the size and/or shape of the table top you choose, Homecrest’s universal base is sure to please.</p>",,{'Material': 'Aluminum'},,,,52,True,True,2026-06-01 06:37:16.246559+00:00,2026-06-23 18:14:57.428150+00:00
3935,1148M,Bar Stool,bar-stool-allure-metal-homecrest,Metal,Bar Stool — Homecrest Allure Metal collection.,"Bar Stool — Homecrest Allure Metal collection.

<p>Homecrest’s Allure mesh line is durable and functional. Ideal for patio or poolside, this collection is built for superior weather resistance in all climates, from coastal to arid and anywhere in between. With several options for finishes, this sleek collection will transform commercial and residential locations. Allure mesh is well suited for homeowners with a discerning eye for design, as well as applications that have a high level of use, such as public spaces, dining locations, and poolside environments.</p>","24.5"" W x 21"" D x 43.5"" H",{'Material': 'Expanded Mesh | Aluminum'},,,,47,True,True,2026-06-01 06:36:30.799332+00:00,2026-06-08 21:38:23.434000+00:00
3923,11480,Bar Stool,bar-stool-allure-homecrest,Allure,Bar Stool — Homecrest Allure collection.,"Bar Stool — Homecrest Allure collection.

<p>The clean lines of the Allure collection, met with the strength and durability of powder-coated aluminum, provide premium comfort. Allure features a field-replaceable double layer sling with no welting and carries an unprecedented sling warranty. The quick-drying dining, balcony, and bar units are available with or without arms. This collection is well suited for homeowners with a discerning eye for design, as well as poolside, rooftop, café and bar environments, and more.</p>","24.5"" W x 21"" D x 43.5"" H",{'Material': 'Sling | Aluminum'},,,,47,True,True,2026-06-01 06:36:28.836763+00:00,2026-06-08 21:38:23.390000+00:00
4058,5647M,Bar Stool,bar-stool-elevate-metal-homecrest,Metal,Bar Stool — Homecrest Elevate Metal collection.,"Bar Stool — Homecrest Elevate Metal collection.

<p>Our Elevate mesh collection builds upon the superb functionality of our Elevate collection, without sacrificing the visual appeal of its original frame design. Still and always, this collection is elegant, light, and graceful. Elevate mesh truly elevates the standard expected for outdoor furniture. This collection is constructed from solid aluminum for exceptional wind resistance and quick drying. In addition, all seating styles are stackable. These features allow the Elevate mesh collection to adapt to a wide variety of homeowner needs, as well as commercial contexts and climates.</p>","25"" W x 21"" D x 46"" H",{'Material': 'Expanded Mesh | Aluminum'},,,,47,True,True,2026-06-01 06:36:50.428785+00:00,2026-06-08 21:38:23.909000+00:00
4052,56470,Bar Stool,bar-stool-elevate-homecrest,Elevate,Bar Stool — Homecrest Elevate collection.,"Bar Stool — Homecrest Elevate collection.

<p>The Elevate sling collection shows that elegance and strength can go hand in hand. Elevate features defined lines with added weight for resistance against strong winds. Created from custom, solid aluminum, these pieces offer tremendous resistance to wind, salt, sun, and snow. All these features combine to make Elevate sling ideal for hospitality, workplace, rooftop, and balcony environments. With its smart minimalist visual design, both armed and armless seating styles are stackable. This makes the Elevate collection ideal for homeowners who value smart design, as well as hospitality environments, workplaces, and more.</p>","25"" W x 21"" D x 44.5"" H",{'Material': 'Sling | Aluminum'},,,,47,True,True,2026-06-01 06:36:49.590848+00:00,2026-06-08 21:38:23.886000+00:00
4060,2F240,Bar Stool,bar-stool-florida-metal-homecrest,Metal,Bar Stool — Homecrest Florida Metal collection.,"Bar Stool — Homecrest Florida Metal collection.

<p>The Florida collection is a long-standing commercial and hospitality favorite. The design is achieved by combining modern materials and original techniques to build a durable, maintenance-free collection with all the comfort and support expected from Homecrest. The quick-drying mesh design and seating options in stackable and chaise styles make Florida mesh well-suited to lake and poolside environments especially.</p>","23"" W x 26"" D x 45"" H",{'Material': 'Expanded Mesh | Aluminum'},,,,47,True,True,2026-06-01 06:36:50.699685+00:00,2026-06-08 21:38:23.930000+00:00
4162,24350,Center Chat Chair,center-chat-chair-surf-homecrest,Surf,Center Chat Chair — Homecrest Surf collection.,"Center Chat Chair — Homecrest Surf collection.

<p>With an emphasis on contemporary design and practical style, the nature-inspired Surf collection is an excellent option for heavy-use areas such as gardens, parks, college or corporate campuses, and more. Surf’s powder-coated aluminum frame and curving HDPE seat offer unmatched durability, ensuring this modular collection will stand the test of time against the elements.</p>","23.3"" W x 34.5"" D x 35"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'All-Weather Poly | Aluminum'}",,,,43,True,True,2026-06-01 06:37:05.313413+00:00,2026-06-08 21:38:24.370000+00:00
3919,11380,Chat Chair,chat-chair-allure-homecrest,Allure,Chat Chair — Homecrest Allure collection.,"Chat Chair — Homecrest Allure collection.

<p>The clean lines of the Allure collection, met with the strength and durability of powder-coated aluminum, provide premium comfort. Allure features a field-replaceable double layer sling with no welting and carries an unprecedented sling warranty. The quick-drying dining, balcony, and bar units are available with or without arms. This collection is well suited for homeowners with a discerning eye for design, as well as poolside, rooftop, café and bar environments, and more.</p>","28"" W x 24.5"" D x 31"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:28.070827+00:00,2026-06-08 21:38:23.376000+00:00
3938,7237A-DC,Chat Chair,chat-chair-anthem-cushion-homecrest,Cushion,Chat Chair — Homecrest Anthem Cushion collection.,"Chat Chair — Homecrest Anthem Cushion collection.

<p>Homecrest's Anthem cushion collection showcases bent aluminum extrusions and minimal welded joints, offering both aesthetic appeal and robust durability. The design features gentle curves and cushions with DreamCore technology, reflecting Homecrest's heritage of metal bending and uniquely comfortable seating. Anthem exemplifies the American-made craftsmanship for which our company is renowned.</p>",,"{'Depth': '32""', 'Width': '28.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:31.381103+00:00,2026-06-08 21:38:23.449000+00:00
3942,2H37A-DC,Chat Chair,chat-chair-ava-cushion-homecrest,Cushion,Chat Chair — Homecrest Ava Cushion collection.,"Chat Chair — Homecrest Ava Cushion collection.

<p>Our Ava collection seamlessly blends modern sophistication with the beauty of nature. Ava’s architectural A-frame profile boasts a rustic charm while offering the unmatched durability of HDPE. Visually resembling natural wood, this sturdy HDPE frame will stand the test of time against the elements without compromising on style. Sumptuous cushions featuring DreamCore technology beckon you to unwind in your outdoor sanctuary.</p>",,"{'Depth': '34""', 'Width': '28.25""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'HDPE', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:32.051820+00:00,2026-06-08 21:38:23.463000+00:00
3955,10AR392,Chat Chair,chat-chair-blair-air-homecrest,Blair Air,Chat Chair — Homecrest Blair Air collection.,"Chat Chair — Homecrest Blair Air collection.

<p>The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.</p>","34.5"" W x 33"" D x 36"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:34.077729+00:00,2026-06-08 21:38:23.500000+00:00
3969,8439A-DC,Chat Chair,chat-chair-blair-cushion-homecrest,Blair Cushion,Chat Chair — Homecrest Blair Cushion collection.,"Chat Chair — Homecrest Blair Cushion collection.

<p>Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs.</p>",,"{'Depth': '33""', 'Width': '32""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:36.302024+00:00,2026-06-08 21:38:23.553000+00:00
3982,8539A-DC,Chat Chair,chat-chair-blair-slip-cover-homecrest,Cover,Chat Chair — Homecrest Blair Slip Cover collection.,"Chat Chair — Homecrest Blair Slip Cover collection.

<p>Create the ultimate retreat with the refreshing style of our Blair collection. This deep seating series combines sophistication and comfort with fully upholstered backs and supremely comfortable DreamCore cushion technology. Outdoor elegance is effortless with this robust collection of modular and freestanding pieces, perfect for creating versatile seating arrangements. Whether you are selecting furniture for a home patio or a lively commercial space, Blair's pieces can be configured into anything from cozy conversation sets to plush, sprawling sectionals. Best of all, each frame, cover, and cushion is crafted by our skilled team in the USA.</p>",,"{'Depth': '33""', 'Width': '32""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:38.368786+00:00,2026-06-08 21:38:23.602000+00:00
3993,4239A,Chat Chair,chat-chair-boden-cushion-homecrest,Cushion,Chat Chair — Homecrest Boden Cushion collection.,"Chat Chair — Homecrest Boden Cushion collection.

<p>The Boden collection’s clean, architectural lines and tubular frame offer a bold, modern silhouette. Its seamless curves and integrated armrests create a sense of flow, while the plush, High Resilient cushions invite you to sit back and breathe deep. Boden’s sleek lines and contemporary appeal are matched by exceptional durability and weather resistance. Crafted with powder-coated aluminum and all-weather cushions, Boden is made to withstand the elements while offering luxurious comfort season after season.</p>","32.5"" W x 35.8"" D x 33.4"" H","{'Arm Height': '24.4""', 'Seat Height': '19""'}",,,,43,True,True,2026-06-01 06:36:40.148492+00:00,2026-06-08 21:38:23.643000+00:00
4002,97380,Chat Chair,chat-chair-capri-homecrest,Capri,Chat Chair — Homecrest Capri collection.,"Chat Chair — Homecrest Capri collection.

<p>Featuring a powder-coated aluminum frame and smooth woven material, the Capri collection offers long-lasting style and comfort. This breezycollection is designed to enhance your space and brings a touch of coastal warmth and grace no matter where you are. Available in dining and chat chairs, Capri is the perfect addition to your outdoor setting.</p>","25.8"" W x 28.9"" D x 28.9"" H","{'Notes': 'Available in: Cushion, Woven', 'Material': 'Cushion | Aluminum'}",,,,43,True,True,2026-06-01 06:36:41.569192+00:00,2026-06-08 21:38:23.680000+00:00
4019,51AR392,Chat Chair,chat-chair-elements-air-homecrest,Air,Chat Chair — Homecrest Elements Air collection.,"Chat Chair — Homecrest Elements Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","32.5"" W x 33"" D x 36"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:44.069792+00:00,2026-06-08 21:38:23.747000+00:00
4029,5139A-DC,Chat Chair,chat-chair-elements-cushion-homecrest,Cushion,Chat Chair — Homecrest Elements Cushion collection.,"Chat Chair — Homecrest Elements Cushion collection.

<p>With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.</p>",,"{'Depth': '33""', 'Width': '30""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:45.721094+00:00,2026-06-08 21:38:23.794000+00:00
