id,name,sku,collection,short_description,description,dimensions,specs,materials
3340,Seaside Teak End Table,NC2170ET,Seaside,"This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.","This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.

<p>This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</p>

<ul>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>Durability: Weather Resistant</li>
  <li>Assembly Required: Yes</li>
  <li>Teak</li>
</ul>",,,['Aluminum']
3260,Seaside Teak Loveseat,NC2170LS,Seaside,"Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  <li>Seat Cushion Thickness 6”</li>
  <li>Seat Height Without Cushion 12”</li>
  <li>Seat Depth – Front to Back 26</li>
  <li>Seat Back Height 18.5</li>
  <li>Weight Capacity: 550 lbs.</li>
</ul>",,,['Aluminum']
3360,Seaside Teak Ottoman,NC2170O-REC,Seaside,"Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the Sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  <li>Seat Cushion Thickness 6”</li>
  <li>Weight Capacity: 270 lbs.</li>
</ul>",,,['Aluminum']
3261,Seaside Teak Sofa,NC21703S,Seaside,"Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  <li>Seat Cushion Thickness 6”</li>
  <li>Seat Height Without Cushion 12”</li>
  <li>Seat Depth – Front to Back 26</li>
  <li>Seat Back Height 18.5</li>
  <li>Weight Capacity: 750 lbs.</li>
</ul>",,,['Aluminum']
5526,Sedona Dining Chair,C6600DC,Sedona 6600,,,"26"" x 22"" x 34.6"" H",,['Aluminum']
5522,Sedona Lounge Chair,NC6600C,Sedona 6600,,,"30"" x 33"" x 28.7"" H",,['Aluminum']
5521,Sedona Loveseat,NC6600LS,Sedona 6600,,,"55.1"" x 33"" x 28.7"" H",,['Aluminum']
5524,Sedona Sectional Left Arm Loveseat,NC6600LL,Sedona 6600,,,"52.6"" x 32.8"" x 28.7"" H",,['Aluminum']
5525,Sedona Sectional Right Arm Loveseat,NC6600RL,Sedona 6600,,,"52.6"" x 32.8"" x 28.7"" H",,['Aluminum']
5520,Sedona Sofa,NC66003S,Sedona 6600,,,"80.3"" x 33"" x 28.7"" H",,['Aluminum']
5523,Sedona Swivel Rocker,NC6600SR,Sedona 6600,,,"30"" x 33"" x 28.7"" H",,['Aluminum']
3268,Solano 2 Seater Dining Bench,NC2045-DLS,Solano,This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Solution dyed: Yes</li>
  <li>Cushion attachment type: Cushion ties</li>
  <li>Seating Capacity: 2</li>
  <li>Weight Capacity: 500 lb.</li>
  <li>Seat: 17H x 18.25D</li>
  <li>Seat Cushion Thickness: 3″</li>
  <li>Back Height – Seat to Top of Back: 19″</li>
  <li>Assembly Required: Yes</li>
</ul>",,,['Aluminum']
3278,Solano Dining Chair,NC2045-DC,Solano,This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Outer Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Arm Height: 24″</li>
  <li>Seat: 13″</li>
  <li>Assembly Required: Yes</li>
</ul>",,,['Aluminum']
3279,Solano Dining Side Chair,NC2045-DCS,Solano,This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Outer Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Arm Height: 24″</li>
  <li>Seat: 13″</li>
  <li>Assembly Required: Yes</li>
</ul>",,,['Aluminum']
3262,Sorrento 3 Seater Sofa,NC52233S,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>",,,"['Aluminum', 'Wicker']"
3263,Sorrento Lounge Chair,NC5223C,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>",,,"['Aluminum', 'Wicker']"
3264,Sorrento Loveseat,NC5223LS,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>",,,"['Aluminum', 'Wicker']"
3341,Sorrento Rectangle Coffee Table with Glass,NC5223CT-REC,Sorrento,Rectangle Coffee Table,"Rectangle Coffee Table

<p>Rectangle Coffee Table Glass.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3361,Sorrento Rectangle Ottoman,NC5223O-REC,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3342,Sorrento Square End Table with Glass,NC5223ET-SQ,Sorrento,Square End Table with,"Square End Table with

<p>Square End Table with Glass.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3265,Sorrento Swivel Glider Chair,NC5223SG,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>",,,"['Aluminum', 'Wicker']"
5299,Sydney Lounge Chair,NC5306C,Sydney 5306,,,"36"" x 35.5"" x 35""",,['Wicker']
5298,Sydney Loveseat,NC5306LS,Sydney 5306,,,"61"" x 35.5"" x 35""",,['Wicker']
5303,Sydney Rectangle Coffee Table,NC5306CT-REC,Sydney 5306,,,"43.5"" x 24.5"" x 18""",,['Wicker']
5308,Sydney Sectional Corner Chair,NC5306SCC-90,Sydney 5306,,,"36"" x 36"" x 35""",,['Wicker']
5306,Sydney Sectional Left Arm Loveseat,NC5306LL,Sydney 5306,,,"55"" x 35.5"" x 35""",,['Wicker']
5305,Sydney Sectional Middle Armless,NC5306SCM,Sydney 5306,,,"25"" x 35.5"" x 35""",,['Wicker']
5307,Sydney Sectional Right Arm Loveseat,NC5306RL,Sydney 5306,,,"55"" x 35.5"" x 35""",,['Wicker']
5297,Sydney Sofa,NC53063S,Sydney 5306,,,"86"" x 33.5"" x 35""",,['Wicker']
5304,Sydney Square Cube Coffee Table,NC5306CT-SQ,Sydney 5306,,,"35"" x 34"" x 21""",,['Wicker']
5302,Sydney Square End Table,NC5306ET-SQ,Sydney 5306,,,"23"" x 23"" x 22""",,['Wicker']
5301,Sydney Square Ottoman,NC5306O-SQ,Sydney 5306,,,"25"" x 25"" x 12""",,['Wicker']
5300,Sydney Swivel Glider,NC5306SG,Sydney 5306,,,"36"" x 35.5"" x 35""",,['Wicker']
5295,Tuscino Cube Ottoman Medium,NC2001CUB-MED,Tuscino,,,,,['Aluminum']
5296,Tuscino Cube Ottoman Small,NC2001CUBE-SM,Tuscino,,,,,['Aluminum']
3266,Tuscino Modular Armless Middle Chair,NC2001SCM,Tuscino,Features:,"Features:

<p>Features:</p>

<ul>
  <li>Removeable premium outdoor fabric cover</li>
  <li>Dacron wrapped foam padding secured to a 100% recycled poly lumber frame</li>
  <li>Supportive, comfortable suspension system</li>
  <li>Built to withstand the elements</li>
  <li>Fun, stylish, modular, comfortable, durable</li>
</ul>",,,['Aluminum']
3267,Tuscino Modular Corner,NC2001SCC,Tuscino,Features:,"Features:

<p>Features:</p>

<ul>
  <li>Removeable premium outdoor fabric cover</li>
  <li>Dacron wrapped foam padding secured to a 100% recycled poly lumber frame</li>
  <li>Supportive, comfortable suspension system</li>
  <li>Built to withstand the elements</li>
  <li>Fun, stylish, modular, comfortable, durable</li>
</ul>",,,['Aluminum']
5294,Tuscino Square Ottoman,NC2001OT-SQ,Tuscino,,,,,['Aluminum']
3348,Universal Armless Bar Stool,NC416BS-30,Universal,"30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied","30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied

<p>30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied tones.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Seat Cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Includes 2 back ties to hold cushion in place on bar stool</li>
</ul>","30""",,"['Aluminum', 'Wicker']"
3276,Universal Armless Dining Chair,NC415DCS,Universal,"The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.","The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.

<p>The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Seat cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference!</li>
  <li>Includes 2 back ties to hold cushion in place on Armless Dining Chair</li>
</ul>",,,"['Aluminum', 'Wicker']"
3296,Universal Bar Height Pub Table,NC415PT-42,Universal,"The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.

<p>The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table does not include an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Counter Height Swivel Stools</li>
</ul>",,,"['Aluminum', 'Wicker']"
3366,Universal Chaise Lounge,NC415SACL,Universal,"The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.","The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.

<p>The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference!</li>
</ul>",,,"['Aluminum', 'Wicker']"
3297,Universal Counter Height Pub Table,NC415PT-38,Universal,"The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.

<p>The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table does not include an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Counter Height Swivel Stools</li>
</ul>",,,"['Aluminum', 'Wicker']"
3347,Universal Counter Height Swivel Stool,NC415CHSS-25,Universal,"The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.","The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.

<p>The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>","25""",,"['Aluminum', 'Wicker']"
3363,Universal Cube Ottoman,NC415O-SQ,Universal,The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella,"The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella

<p>The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella fabric.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>",,,"['Aluminum', 'Wicker']"
